PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,PreCond1.thisRepN,PreCond1.thisTrialN,PreCond1.thisN,PreCond1.thisIndex,RatingPreCond1.thisRepN,RatingPreCond1.thisTrialN,RatingPreCond1.thisN,RatingPreCond1.thisIndex,Cond1.thisRepN,Cond1.thisTrialN,Cond1.thisN,Cond1.thisIndex,RatingCond1.thisRepN,RatingCond1.thisTrialN,RatingCond1.thisN,RatingCond1.thisIndex,InstrBkg.started,InstrBkg.stopped,TagFig.started,TagFig.stopped,InstrKeyResp.keys,InstrKeyResp.rt,InstrKeyResp.started,InstrKeyResp.stopped,precondBkg.started,precondBkg.stopped,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,Bkg.stopped,image.started,image.stopped,Scale.response,Scale.rt,Scale.started,Scale.stopped,InstrBkg2.started,InstrBkg2.stopped,TagFig2.started,TagFig2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,CSBkg.started,CSBkg.stopped,CS_image.started,CS_image.stopped,UCSBkg.started,UCSBkg.stopped,UCS_image.started,UCS_image.stopped,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,12,12,4,,,,,,,,,,,,,,,,,516.5522174999933,None,,,,,,,,,,,,,,,,,513.4785305999685,None,513.4785305999685,None,515.5040415999829,None,515.5040415999829,None,515.5097452399903,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,13,13,23,,,,,,,,,,,,,,,,,523.4155807999778,None,,,,,,,,,,,,,,,,,517.9147866999847,None,517.9147866999847,None,None,None,None,None,None,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,-0.1,,Condition\CS+2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,14,14,1,,,,,,,,,,,,,,,,,527.7016434000107,None,,,,,,,,,,,,,,,,,524.66416450002,None,524.66416450002,None,527.6561146000167,None,527.6561146000167,None,527.5966122402576,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,15,15,22,,,,,,,,,,,,,,,,,531.9801127000246,None,,,,,,,,,,,,,,,,,528.9437660999829,None,528.9437660999829,None,531.9174112000037,None,531.9174112000037,None,531.8594340202748,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,16,16,17,,,,,,,,,,,,,,,,,536.3247586999787,None,,,,,,,,,,,,,,,,,533.3204596000141,None,533.3204596000141,None,536.2716519000242,None,536.2716519000242,None,536.252425640251,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,17,17,13,,,,,,,,,,,,,,,,,540.4057152000023,None,,,,,,,,,,,,,,,,,537.327089599974,None,537.327089599974,None,539.4455303999712,None,539.4455303999712,None,539.4413592400495,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,18,18,12,,,,,,,,,,,,,,,,,544.4795292000053,None,,,,,,,,,,,,,,,,,541.45293520001,None,541.45293520001,None,543.4763852999895,None,543.4763852999895,None,543.4818335400312,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,19,19,28,,,,,,,,,,,,,,,,,551.1491318999906,None,,,,,,,,,,,,,,,,,545.6816772000166,None,545.6816772000166,None,None,None,None,None,None,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,20,20,25,,,,,,,,,,,,,,,,,555.322468600003,None,,,,,,,,,,,,,,,,,552.3000794000109,None,552.3000794000109,None,555.2816665999708,None,555.2816665999708,None,555.2151342202909,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,-0.1,,Condition\CS+2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,21,21,0,,,,,,,,,,,,,,,,,559.4726784999948,None,,,,,,,,,,,,,,,,,556.4530600999715,None,556.4530600999715,None,559.4475450000027,None,559.4475450000027,None,559.3852573402808,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,22,22,20,,,,,,,,,,,,,,,,,563.6462863999768,None,,,,,,,,,,,,,,,,,560.636338500015,None,560.636338500015,None,563.6246460999828,None,563.6246460999828,None,563.5510461202706,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,23,23,29,,,,,,,,,,,,,,,,,567.9772574999952,None,,,,,,,,,,,,,,,,,564.9010329999728,None,564.9010329999728,None,567.89845649997,None,567.89845649997,None,567.8451445402577,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,24,24,21,,,,,,,,,,,,,,,,,572.2882567999768,None,,,,,,,,,,,,,,,,,569.2180650000228,None,569.2180650000228,None,572.2028884000028,None,572.2028884000028,None,572.1338145202375,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,25,25,26,,,,,,,,,,,,,,,,,576.7242681999924,None,,,,,,,,,,,,,,,,,573.690638799977,None,573.690638799977,None,576.6813601999893,None,576.6813601999893,None,576.6052549202344,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,,Condition\CS-2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,26,26,27,,,,,,,,,,,,,,,,,580.9697401999729,None,,,,,,,,,,,,,,,,,577.9421614999883,None,577.9421614999883,None,580.9425759000005,None,580.9425759000005,None,580.8728620202513,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,-0.1,,Condition\CS+2.BMP,Condition\black.PNG,Sound\silent.wav,1,0,1,0,,,,,,,,,0,27,27,2,,,,,,,,,,,,,,,,,585.0768577000126,None,,,,,,,,,,,,,,,,,582.0627055999939,None,582.0627055999939,None,585.0520113999955,None,585.0520113999955,None,584.978781220247,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,28,28,7,,,,,,,,,,,,,,,,,589.2849512000103,None,,,,,,,,,,,,,,,,,586.2741293999716,None,586.2741293999716,None,588.3808379999828,None,588.3808379999828,None,588.3897976600448,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,1,0,1,0,,,,,,,,,0,29,29,14,,,,,,,,,,,,,,,,,593.5575040999684,None,,,,,,,,,,,,,,,,,590.5004888999974,None,590.5004888999974,None,592.5179343000054,None,592.5179343000054,None,592.5177362400107,None,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,-0.1,Rating\ratingCS+2.png,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,596.3158726000111,None,596.3158726000111,None,2.015625,4.507170400000177,596.3158726000111,None,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,0.4,Rating\ratingCS-2.png,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,602.3538721000077,None,602.3538721000077,None,1.6015625,0.9059612000128254,602.3538721000077,None,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1204,FigureTest,2021.2.1,59.89594874649438,
,,,,,,,,,,,,,,,,,,,,,,,,,,603.086849400017,None,603.086849400017,None,space,2.175138099992182,603.086849400017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
